#string_protein_id	preferred_name	protein_size	annotation
59689.scaffold_401693.1	scaffold_401693.1	169	Glutathione peroxidase ; Belongs to the glutathione peroxidase family
59689.scaffold_401698.1	scaffold_401698.1	322	Uncharacterized protein
59689.scaffold_401699.1	scaffold_401699.1	1066	Histone-lysine N-methyltransferase
59689.scaffold_401702.1	scaffold_401702.1	219	Uncharacterized protein
59689.scaffold_401707.1	scaffold_401707.1	381	Uncharacterized protein
59689.scaffold_401710.1	scaffold_401710.1	762	Uncharacterized protein
59689.scaffold_401713.1	scaffold_401713.1	504	Uncharacterized protein
59689.scaffold_401714.1	scaffold_401714.1	294	Predicted protein
59689.scaffold_401715.1	scaffold_401715.1	456	Glycosyltransferase; UDP-glucoronosyl/UDP-glucosyl transferase family protein ; Belongs to the UDP-glycosyltransferase family
59689.scaffold_401720.1	scaffold_401720.1	348	Uncharacterized protein
59689.scaffold_401721.1	scaffold_401721.1	101	Uncharacterized protein
59689.scaffold_401722.1	scaffold_401722.1	70	Expressed protein 
59689.scaffold_401724.1	scaffold_401724.1	378	Uncharacterized protein
59689.scaffold_401725.1	scaffold_401725.1	522	Poly (ADP-ribose) glycohydrolase family protein 
59689.scaffold_401728.1	scaffold_401728.1	668	Uncharacterized protein
59689.scaffold_401729.1	scaffold_401729.1	53	Uncharacterized protein
59689.scaffold_401733.1	scaffold_401733.1	144	Uncharacterized protein
59689.scaffold_401734.1	scaffold_401734.1	121	Oxidoreductase/ transition metal ion binding protein 
59689.scaffold_401735.1	scaffold_401735.1	97	Uncharacterized protein
59689.scaffold_401748.1	scaffold_401748.1	73	Uncharacterized protein
59689.scaffold_401750.1	scaffold_401750.1	67	Uncharacterized protein
59689.scaffold_401752.1	scaffold_401752.1	183	Uncharacterized protein
59689.scaffold_401753.1	scaffold_401753.1	188	Uncharacterized protein
59689.scaffold_401755.1	scaffold_401755.1	255	Uncharacterized protein
59689.scaffold_401757.1	scaffold_401757.1	275	Uncharacterized protein
59689.scaffold_401762.1	scaffold_401762.1	468	annotation not available
59689.scaffold_401764.1	scaffold_401764.1	357	Uncharacterized protein
59689.scaffold_401765.1	scaffold_401765.1	508	Uncharacterized protein
59689.scaffold_401766.1	scaffold_401766.1	68	Putative uncharacterized protein
59689.scaffold_401767.1	scaffold_401767.1	335	Uncharacterized protein
59689.scaffold_401770.1	scaffold_401770.1	64	Uncharacterized protein
59689.scaffold_401771.1	scaffold_401771.1	135	60S ribosomal protein L27 ; Belongs to the eukaryotic ribosomal protein eL27 family
59689.scaffold_401772.1	scaffold_401772.1	572	Pentatricopeptide repeat-containing protein 
59689.scaffold_401778.1	scaffold_401778.1	111	Uncharacterized protein
59689.scaffold_401779.1	scaffold_401779.1	88	Uncharacterized protein
59689.scaffold_401784.1	scaffold_401784.1	180	Uncharacterized protein
59689.scaffold_401785.1	scaffold_401785.1	97	Uncharacterized protein
59689.scaffold_401788.1	scaffold_401788.1	196	Uncharacterized protein
59689.scaffold_401795.1	scaffold_401795.1	523	NEDD8-activating enzyme E1 regulatory subunit; Regulatory subunit of the dimeric E1 enzyme. E1 activates RUB1/NEDD8 by first adenylating its C-terminal glycine residue with ATP, thereafter linking this residue to the side chain of the catalytic cysteine, yielding a RUB1-ECR1 thioester and free AMP. E1 finally transfers RUB1 to the catalytic cysteine of RCE1
59689.scaffold_401797.1	scaffold_401797.1	409	Hexosyltransferase; Galactosyltransferase family protein ; Belongs to the glycosyltransferase 31 family
59689.scaffold_401801.1	scaffold_401801.1	148	Uncharacterized protein
59689.scaffold_401805.1	scaffold_401805.1	207	Predicted protein
59689.scaffold_401807.1	scaffold_401807.1	372	MAPKKK17 ; Belongs to the protein kinase superfamily
59689.scaffold_401809.1	scaffold_401809.1	757	Uncharacterized protein; Belongs to the glycosyltransferase 2 family
59689.scaffold_401811.1	scaffold_401811.1	322	Uncharacterized protein
59689.scaffold_401812.1	scaffold_401812.1	69	Predicted protein
59689.scaffold_401818.1	scaffold_401818.1	57	Predicted protein
59689.scaffold_401819.1	scaffold_401819.1	158	Uncharacterized protein; Belongs to the glycosyltransferase 2 family
59689.scaffold_401820.1	scaffold_401820.1	74	Uncharacterized protein
59689.scaffold_401824.1	scaffold_401824.1	353	Uncharacterized protein
59689.scaffold_401825.1	scaffold_401825.1	588	Uncharacterized protein
59689.scaffold_401826.1	scaffold_401826.1	85	Uncharacterized protein
59689.scaffold_401834.1	scaffold_401834.1	505	Belongs to the glycosyltransferase 47 family. 
59689.scaffold_401839.1	scaffold_401839.1	72	Uncharacterized protein
59689.scaffold_401840.1	scaffold_401840.1	119	Cysteine proteinase inhibitor; Belongs to the cystatin family. Phytocystatin subfamily
59689.scaffold_401844.1	scaffold_401844.1	63	Uncharacterized protein
59689.scaffold_401845.1	scaffold_401845.1	856	Uncharacterized protein
59689.scaffold_401846.1	scaffold_401846.1	88	Uncharacterized protein
59689.scaffold_401847.1	scaffold_401847.1	887	Beta-galactosidase 
59689.scaffold_401848.1	scaffold_401848.1	336	Uncharacterized protein
59689.scaffold_401852.1	scaffold_401852.1	614	Glycosyl hydrolase family 1 protein ; Belongs to the glycosyl hydrolase 1 family
59689.scaffold_401854.1	scaffold_401854.1	307	Uncharacterized protein
59689.scaffold_401855.1	scaffold_401855.1	72	Uncharacterized protein
59689.scaffold_401856.1	scaffold_401856.1	77	Expressed protein 
59689.scaffold_401857.1	scaffold_401857.1	741	ATZW10 
59689.scaffold_401862.1	scaffold_401862.1	877	PAZ domain-containing protein ; Belongs to the argonaute family
59689.scaffold_401863.1	scaffold_401863.1	675	Uncharacterized protein
59689.scaffold_401871.1	scaffold_401871.1	595	Uncharacterized protein
59689.scaffold_401872.1	scaffold_401872.1	325	Gamma subunit of mitochondrial F1-ATPase 
59689.scaffold_401875.1	scaffold_401875.1	250	Uncharacterized protein
59689.scaffold_401877.1	scaffold_401877.1	56	Predicted protein
59689.scaffold_401879.1	scaffold_401879.1	101	Uncharacterized protein
59689.scaffold_401881.1	scaffold_401881.1	404	Uncharacterized protein
59689.scaffold_401884.1	scaffold_401884.1	360	Uncharacterized protein
59689.scaffold_401887.1	scaffold_401887.1	266	Uncharacterized protein
59689.scaffold_401888.1	scaffold_401888.1	406	Uncharacterized protein
59689.scaffold_401889.1	scaffold_401889.1	406	Uncharacterized protein
59689.scaffold_401891.1	scaffold_401891.1	581	Uncharacterized protein; Belongs to the chaperonin (HSP60) family
59689.scaffold_401894.1	scaffold_401894.1	88	Uncharacterized protein
59689.scaffold_401902.1	scaffold_401902.1	654	Uncharacterized protein
59689.scaffold_401905.1	scaffold_401905.1	595	C2 domain-containing protein 
59689.scaffold_401909.1	scaffold_401909.1	601	Uncharacterized protein
59689.scaffold_401913.1	scaffold_401913.1	65	Predicted protein
59689.scaffold_401920.1	scaffold_401920.1	143	50S ribosomal protein L28, chloroplast 
59689.scaffold_401926.1	scaffold_401926.1	183	Uncharacterized protein
59689.scaffold_401927.1	scaffold_401927.1	77	Uncharacterized protein
59689.scaffold_401930.1	scaffold_401930.1	318	Uncharacterized protein
59689.scaffold_401932.1	scaffold_401932.1	495	Belongs to the glycosyltransferase 92 family. 
59689.scaffold_401936.1	scaffold_401936.1	468	ATSWI3B 
59689.scaffold_401938.1	scaffold_401938.1	480	3-beta hydroxysteroid dehydrogenase/isomerase family protein 
59689.scaffold_401939.1	scaffold_401939.1	571	S-acyltransferase; Zinc finger family protein ; Belongs to the DHHC palmitoyltransferase family
59689.scaffold_401940.1	scaffold_401940.1	211	Uncharacterized protein
59689.scaffold_401944.1	scaffold_401944.1	380	Uncharacterized protein
59689.scaffold_401948.1	scaffold_401948.1	731	Uncharacterized protein; Belongs to the DEAD box helicase family
59689.scaffold_401951.1	scaffold_401951.1	358	ATPUP2 
59689.scaffold_401952.1	scaffold_401952.1	583	Belongs to the PPR family. PCMP-H subfamily. 
59689.scaffold_401953.1	scaffold_401953.1	905	PHO2/UBC24 ; Belongs to the ubiquitin-conjugating enzyme family
59689.scaffold_401954.1	scaffold_401954.1	110	Uncharacterized protein
59689.scaffold_401958.1	scaffold_401958.1	375	Uncharacterized protein
59689.scaffold_401959.1	scaffold_401959.1	370	Uncharacterized protein
59689.scaffold_401962.1	scaffold_401962.1	212	Uncharacterized protein
59689.scaffold_401971.1	FES1	590	Frigida-essential 1 
59689.scaffold_401974.1	scaffold_401974.1	99	Uncharacterized protein
59689.scaffold_401976.1	scaffold_401976.1	144	Uncharacterized protein
59689.scaffold_401977.1	scaffold_401977.1	588	Auxin response factor; Auxin response factors (ARFs) are transcriptional factors that bind specifically to the DNA sequence 5'-TGTCTC-3' found in the auxin-responsive promoter elements (AuxREs)
59689.scaffold_401982.1	IQD9	271	IQ-domain 9 
59689.scaffold_401984.1	scaffold_401984.1	294	Uncharacterized protein
59689.scaffold_401993.1	scaffold_401993.1	52	Uncharacterized protein
59689.scaffold_401998.1	scaffold_401998.1	170	Dof-type zinc finger domain-containing protein 
59689.scaffold_40200002.1	scaffold_40200002.1	185	annotation not available
59689.scaffold_402002.1	scaffold_402002.1	505	Belongs to the protein kinase superfamily. CAMK Ser/Thr protein kinase family. SNF1 subfamily
59689.scaffold_402004.1	scaffold_402004.1	218	Zinc finger family protein 
59689.scaffold_402006.1	scaffold_402006.1	726	Uncharacterized protein
59689.scaffold_402008.1	scaffold_402008.1	715	Uncharacterized protein
59689.scaffold_402010.1	scaffold_402010.1	701	RING-type E3 ubiquitin transferase
59689.scaffold_402012.1	scaffold_402012.1	347	Transducin family protein 
59689.scaffold_402035.1	scaffold_402035.1	499	CYP710A2 ; Belongs to the cytochrome P450 family
59689.scaffold_402036.1	scaffold_402036.1	497	CYP710A1 ; Belongs to the cytochrome P450 family
59689.scaffold_402037.1	scaffold_402037.1	400	Uncharacterized protein
59689.scaffold_402045.1	scaffold_402045.1	81	Uncharacterized protein
59689.scaffold_402049.1	scaffold_402049.1	51	Uncharacterized protein
59689.scaffold_402051.1	scaffold_402051.1	422	Uncharacterized protein; Belongs to the FPP/GGPP synthase family
59689.scaffold_402058.1	scaffold_402058.1	50	Uncharacterized protein
59689.scaffold_402060.1	scaffold_402060.1	859	Uncharacterized protein
59689.scaffold_402064.1	scaffold_402064.1	446	Tubulin beta chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain
59689.scaffold_402067.1	scaffold_402067.1	532	EDA28/MEE23 ; Belongs to the oxygen-dependent FAD-linked oxidoreductase family
59689.scaffold_402068.1	scaffold_402068.1	540	FAD-binding domain-containing protein ; Belongs to the oxygen-dependent FAD-linked oxidoreductase family
59689.scaffold_402071.1	scaffold_402071.1	72	Uncharacterized protein
59689.scaffold_402072.1	scaffold_402072.1	107	Uncharacterized protein; Belongs to the TCTP family
59689.scaffold_402077.1	scaffold_402077.1	171	Uncharacterized protein
59689.scaffold_402078.1	scaffold_402078.1	209	Uncharacterized protein
59689.scaffold_402079.1	scaffold_402079.1	690	Uncharacterized protein
59689.scaffold_402088.1	scaffold_402088.1	288	Uncharacterized protein
59689.scaffold_402096.1	scaffold_402096.1	696	Uncharacterized protein
59689.scaffold_402107.1	scaffold_402107.1	1426	GRL/NAP1 
59689.scaffold_402109.1	scaffold_402109.1	589	Pentatricopeptide repeat-containing protein 
59689.scaffold_402112.1	scaffold_402112.1	577	Uncharacterized protein
59689.scaffold_402113.1	scaffold_402113.1	53	Expressed protein 
59689.scaffold_402114.1	scaffold_402114.1	802	Uncharacterized protein
59689.scaffold_402116.1	scaffold_402116.1	76	Uncharacterized protein
59689.scaffold_402119.1	scaffold_402119.1	399	AGD10/MEE28 
59689.scaffold_402121.1	scaffold_402121.1	106	Uncharacterized protein
59689.scaffold_402124.1	scaffold_402124.1	232	Putative uncharacterized protein
59689.scaffold_402126.1	scaffold_402126.1	67	Predicted protein
59689.scaffold_402135.1	scaffold_402135.1	65	Predicted protein
59689.scaffold_402137.1	scaffold_402137.1	135	Uncharacterized protein
59689.scaffold_402138.1	scaffold_402138.1	80	Predicted protein
59689.scaffold_402139.1	scaffold_402139.1	225	Uncharacterized protein
59689.scaffold_402150.1	scaffold_402150.1	446	Uncharacterized protein
59689.scaffold_402153.1	scaffold_402153.1	239	Uncharacterized protein
59689.scaffold_402155.1	scaffold_402155.1	195	Uncharacterized protein
59689.scaffold_402156.1	scaffold_402156.1	375	Uncharacterized protein
59689.scaffold_402164.1	scaffold_402164.1	155	Uncharacterized protein
59689.scaffold_402165.1	scaffold_402165.1	330	Uncharacterized protein
59689.scaffold_402167.1	scaffold_402167.1	640	Uncharacterized protein
59689.scaffold_402168.1	scaffold_402168.1	86	Uncharacterized protein
59689.scaffold_402169.1	scaffold_402169.1	417	Uncharacterized protein
59689.scaffold_402170.1	scaffold_402170.1	447	Aspartyl protease family protein ; Belongs to the peptidase A1 family
59689.scaffold_402171.1	scaffold_402171.1	589	Uncharacterized protein; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family
59689.scaffold_402179.1	scaffold_402179.1	336	Uncharacterized protein
59689.scaffold_402180.1	ACX5	664	Acyl-coenzyme A oxidase ; Belongs to the acyl-CoA oxidase family
59689.scaffold_402182.1	scaffold_402182.1	204	Ribosomal protein L15 ; Belongs to the eukaryotic ribosomal protein eL15 family
59689.scaffold_402186.1	scaffold_402186.1	56	Uncharacterized protein
59689.scaffold_402187.1	scaffold_402187.1	56	Predicted protein
59689.scaffold_402193.1	scaffold_402193.1	239	Uncharacterized protein
59689.scaffold_402196.1	scaffold_402196.1	189	Uncharacterized protein
59689.scaffold_402197.1	scaffold_402197.1	186	Expressed protein 
59689.scaffold_402198.1	scaffold_402198.1	422	Sucrose-phosphatase 1 
59689.scaffold_402203.1	scaffold_402203.1	192	Uncharacterized protein
59689.scaffold_402208.1	scaffold_402208.1	139	Uncharacterized protein; Belongs to the MIP/aquaporin (TC 1.A.8) family
59689.scaffold_402212.1	scaffold_402212.1	156	Uncharacterized protein
59689.scaffold_402221.1	scaffold_402221.1	236	Uncharacterized protein
59689.scaffold_402230.1	scaffold_402230.1	145	Uncharacterized protein
59689.scaffold_402231.1	scaffold_402231.1	591	ATCWINV4 ; Belongs to the glycosyl hydrolase 32 family
59689.scaffold_402233.1	scaffold_402233.1	134	Uncharacterized protein
59689.scaffold_402235.1	scaffold_402235.1	305	BBMII isomerase 
59689.scaffold_402236.1	scaffold_402236.1	497	Uncharacterized protein
59689.scaffold_402237.1	scaffold_402237.1	479	Uncharacterized protein
59689.scaffold_402246.1	scaffold_402246.1	161	Uncharacterized protein
59689.scaffold_402247.1	scaffold_402247.1	102	Uncharacterized protein
59689.scaffold_402259.1	scaffold_402259.1	328	annotation not available
59689.scaffold_402262.1	scaffold_402262.1	451	Uncharacterized protein
59689.scaffold_402264.1	scaffold_402264.1	184	AP2 domain-containing protein 
59689.scaffold_402268.1	scaffold_402268.1	1619	Uncharacterized protein
59689.scaffold_402270.1	scaffold_402270.1	49	Predicted protein
59689.scaffold_402272.1	scaffold_402272.1	444	Uncharacterized protein
59689.scaffold_402276.1	scaffold_402276.1	527	Pyruvate kinase ; Belongs to the pyruvate kinase family
59689.scaffold_402281.1	scaffold_402281.1	463	Uncharacterized protein
59689.scaffold_402290.1	scaffold_402290.1	91	Uncharacterized protein
59689.scaffold_402291.1	scaffold_402291.1	369	Uncharacterized protein
59689.scaffold_402294.1	scaffold_402294.1	71	Predicted protein
59689.scaffold_402295.1	scaffold_402295.1	94	Uncharacterized protein
59689.scaffold_402297.1	scaffold_402297.1	507	Pentatricopeptide repeat-containing protein 
59689.scaffold_402300.1	scaffold_402300.1	496	Glycosyltransferase; UDP-glucoronosyl/UDP-glucosyl transferase family protein ; Belongs to the UDP-glycosyltransferase family
59689.scaffold_402304.1	scaffold_402304.1	547	Uncharacterized protein
59689.scaffold_402310.1	scaffold_402310.1	390	S-adenosylmethionine synthase; Catalyzes the formation of S-adenosylmethionine from methionine and ATP
59689.scaffold_402311.1	scaffold_402311.1	65	Expressed protein 
59689.scaffold_402316.1	scaffold_402316.1	92	Uncharacterized protein
59689.scaffold_402318.1	scaffold_402318.1	1285	ATPGP1 
59689.scaffold_402319.1	scaffold_402319.1	194	Uncharacterized protein
59689.scaffold_402323.1	TKI1	740	Tsl-kinase interacting protein 1 
59689.scaffold_402332.1	scaffold_402332.1	139	Predicted protein
59689.scaffold_402334.1	scaffold_402334.1	254	Predicted protein
59689.scaffold_402340.1	scaffold_402340.1	63	Predicted protein
59689.scaffold_402342.1	scaffold_402342.1	175	Uncharacterized protein
59689.scaffold_402345.1	scaffold_402345.1	351	Glycosyltransferases; Involved in the synthesis of glucuronoxylan hemicellulose in secondary cell walls
59689.scaffold_402347.1	scaffold_402347.1	242	Uncharacterized protein
59689.scaffold_402348.1	scaffold_402348.1	76	Uncharacterized protein
59689.scaffold_402354.1	scaffold_402354.1	261	Aquaporin ; Belongs to the MIP/aquaporin (TC 1.A.8) family
59689.scaffold_402355.1	scaffold_402355.1	166	60S ribosomal protein L12 ; Belongs to the universal ribosomal protein uL11 family
59689.scaffold_402356.1	scaffold_402356.1	131	Uncharacterized protein
59689.scaffold_402357.1	scaffold_402357.1	180	CASP-like protein; Belongs to the Casparian strip membrane proteins (CASP) family
59689.scaffold_402360.1	scaffold_402360.1	756	Pentatricopeptide repeat-containing protein 
59689.scaffold_402370.1	scaffold_402370.1	669	Pentatricopeptide repeat-containing protein 
59689.scaffold_402372.1	scaffold_402372.1	273	Uncharacterized protein
59689.scaffold_402379.1	scaffold_402379.1	216	Uncharacterized protein
59689.scaffold_402384.1	scaffold_402384.1	268	Uncharacterized protein; Belongs to the peptidase C1 family
59689.scaffold_402391.1	scaffold_402391.1	97	Predicted protein
59689.scaffold_402392.1	scaffold_402392.1	165	Uncharacterized protein
59689.scaffold_402393.1	scaffold_402393.1	192	Uncharacterized protein
59689.scaffold_402395.1	scaffold_402395.1	142	Uncharacterized protein
59689.scaffold_402397.1	scaffold_402397.1	124	Uncharacterized protein
59689.scaffold_402398.1	scaffold_402398.1	321	Short-chain dehydrogenase/reductase family protein ; Belongs to the short-chain dehydrogenases/reductases (SDR) family
59689.scaffold_402404.1	scaffold_402404.1	326	Dof-type zinc finger domain-containing protein 
59689.scaffold_402408.1	scaffold_402408.1	368	Uncharacterized protein
59689.scaffold_402409.1	scaffold_402409.1	73	Predicted protein
59689.scaffold_402410.1	scaffold_402410.1	262	ATEXPA3 
59689.scaffold_402413.1	scaffold_402413.1	237	NAD(P)-binding Rossmann-fold superfamily protein
59689.scaffold_402414.1	scaffold_402414.1	75	Uncharacterized protein
59689.scaffold_402416.1	scaffold_402416.1	211	Predicted protein
59689.scaffold_402417.1	scaffold_402417.1	60	Putative uncharacterized protein
59689.scaffold_402422.1	scaffold_402422.1	296	Uncharacterized protein
59689.scaffold_402427.1	scaffold_402427.1	50	Predicted protein
59689.scaffold_402428.1	scaffold_402428.1	298	Uncharacterized protein
59689.scaffold_402429.1	scaffold_402429.1	121	annotation not available
59689.scaffold_402430.1	scaffold_402430.1	229	annotation not available
59689.scaffold_402431.1	scaffold_402431.1	436	annotation not available
59689.scaffold_402433.1	scaffold_402433.1	70	Predicted protein
59689.scaffold_402435.1	scaffold_402435.1	366	Uncharacterized protein
59689.scaffold_402437.1	scaffold_402437.1	60	Uncharacterized protein
59689.scaffold_402439.1	scaffold_402439.1	53	Uncharacterized protein
59689.scaffold_402441.1	scaffold_402441.1	187	Uncharacterized protein
59689.scaffold_402443.1	scaffold_402443.1	207	Uncharacterized protein
59689.scaffold_402445.1	scaffold_402445.1	66	Predicted protein
59689.scaffold_402451.1	scaffold_402451.1	70	Predicted protein
59689.scaffold_402454.1	scaffold_402454.1	532	Uncharacterized protein
59689.scaffold_402455.1	scaffold_402455.1	306	Zinc finger family protein 
59689.scaffold_402457.1	scaffold_402457.1	311	Aldo/keto reductase family protein 
59689.scaffold_402470.1	scaffold_402470.1	56	Predicted protein
59689.scaffold_402483.1	scaffold_402483.1	234	Predicted protein
59689.scaffold_402484.1	scaffold_402484.1	95	Uncharacterized protein
59689.scaffold_402486.1	scaffold_402486.1	483	Uncharacterized protein
59689.scaffold_402487.1	scaffold_402487.1	224	Soul heme-binding family protein 
59689.scaffold_402488.1	scaffold_402488.1	78	Uncharacterized protein
59689.scaffold_402490.1	scaffold_402490.1	77	Predicted protein
59689.scaffold_402495.1	scaffold_402495.1	494	Uncharacterized protein
59689.scaffold_402508.1	scaffold_402508.1	50	Predicted protein
59689.scaffold_402515.1	scaffold_402515.1	404	Uncharacterized protein
59689.scaffold_402518.1	scaffold_402518.1	294	GDSL-motif lipase/hydrolase family protein 
59689.scaffold_402521.1	scaffold_402521.1	309	ATPDX1.1 ; Belongs to the PdxS/SNZ family
59689.scaffold_402525.1	scaffold_402525.1	113	Uncharacterized protein
59689.scaffold_402527.1	CXIP2	290	Cax-interacting protein 2 
59689.scaffold_402535.1	scaffold_402535.1	492	Ammonium transporter; ATAMT2 
59689.scaffold_402537.1	scaffold_402537.1	68	Expressed protein 
59689.scaffold_402545.1	scaffold_402545.1	131	Putative uncharacterized protein
59689.scaffold_402548.1	scaffold_402548.1	131	Uncharacterized protein
59689.scaffold_402549.1	scaffold_402549.1	55	Uncharacterized protein
59689.scaffold_402551.1	scaffold_402551.1	107	Uncharacterized protein
59689.scaffold_402552.1	scaffold_402552.1	206	Uncharacterized protein
59689.scaffold_402553.1	scaffold_402553.1	96	Uncharacterized protein
59689.scaffold_402555.1	scaffold_402555.1	53	Predicted protein
59689.scaffold_402568.1	scaffold_402568.1	477	Uncharacterized protein; Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
59689.scaffold_402570.1	scaffold_402570.1	411	Uncharacterized protein
59689.scaffold_402571.1	scaffold_402571.1	400	Uncharacterized protein
59689.scaffold_402579.1	scaffold_402579.1	1410	Uncharacterized protein
59689.scaffold_402588.1	scaffold_402588.1	486	Protein DETOXIFICATION; Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family
59689.scaffold_402598.1	scaffold_402598.1	195	Uncharacterized protein
59689.scaffold_402599.1	scaffold_402599.1	467	Uncharacterized protein
59689.scaffold_402601.1	scaffold_402601.1	56	Uncharacterized protein
59689.scaffold_402604.1	scaffold_402604.1	421	Uncharacterized protein
59689.scaffold_402613.1	scaffold_402613.1	245	Uncharacterized protein
59689.scaffold_402623.1	scaffold_402623.1	333	Uncharacterized protein
59689.scaffold_402625.1	scaffold_402625.1	158	Predicted protein
59689.scaffold_402628.1	scaffold_402628.1	130	Uncharacterized protein
59689.scaffold_402629.1	scaffold_402629.1	141	Uncharacterized protein
59689.scaffold_402634.1	scaffold_402634.1	55	Predicted protein
59689.scaffold_402651.1	scaffold_402651.1	344	Uncharacterized protein
59689.scaffold_402653.1	scaffold_402653.1	265	Zinc finger family protein 
59689.scaffold_402655.1	scaffold_402655.1	388	Uncharacterized protein
59689.scaffold_402660.1	scaffold_402660.1	786	Uncharacterized protein
59689.scaffold_402661.1	scaffold_402661.1	576	MLO-like protein; May be involved in modulation of pathogen defense and leaf cell death
59689.scaffold_402664.1	scaffold_402664.1	495	Patatin; Lipolytic acyl hydrolase (LAH)
59689.scaffold_402665.1	scaffold_402665.1	867	Pentatricopeptide repeat-containing protein 
59689.scaffold_402668.1	scaffold_402668.1	1181	RNA binding protein 
59689.scaffold_402673.1	scaffold_402673.1	114	Uncharacterized protein
59689.scaffold_402678.1	scaffold_402678.1	1004	SAC3/GANP family protein 
59689.scaffold_402680.1	scaffold_402680.1	303	Uncharacterized protein
59689.scaffold_402681.1	scaffold_402681.1	813	Kinase family protein ; Belongs to the protein kinase superfamily
59689.scaffold_402687.1	scaffold_402687.1	463	Uncharacterized protein
59689.scaffold_402693.1	scaffold_402693.1	56	Predicted protein
59689.scaffold_402694.1	scaffold_402694.1	276	Uncharacterized protein
59689.scaffold_402700.1	scaffold_402700.1	154	Uncharacterized protein
59689.scaffold_402701.1	scaffold_402701.1	53	Uncharacterized protein
59689.scaffold_402702.1	scaffold_402702.1	92	Uncharacterized protein
59689.scaffold_402703.1	scaffold_402703.1	55	Uncharacterized protein
59689.scaffold_402705.1	scaffold_402705.1	174	CASP-like protein ARALYDRAFT_903204 ; Belongs to the Casparian strip membrane proteins (CASP) family
59689.scaffold_402706.1	scaffold_402706.1	178	CASP-like protein ARALYDRAFT_903205 ; Belongs to the Casparian strip membrane proteins (CASP) family
59689.scaffold_402715.1	scaffold_402715.1	305	Uncharacterized protein
59689.scaffold_402718.1	scaffold_402718.1	60	Putative uncharacterized protein
59689.scaffold_402724.1	scaffold_402724.1	399	Uncharacterized protein
59689.scaffold_402729.1	scaffold_402729.1	406	Uncharacterized protein
59689.scaffold_402730.1	scaffold_402730.1	101	Predicted protein
59689.scaffold_402732.1	scaffold_402732.1	259	Uncharacterized protein; Belongs to the RNase T2 family
59689.scaffold_402735.1	scaffold_402735.1	243	Uncharacterized protein
59689.scaffold_402737.1	scaffold_402737.1	245	Uncharacterized protein
59689.scaffold_402738.1	scaffold_402738.1	159	Uncharacterized protein
59689.scaffold_402739.1	scaffold_402739.1	250	Mitochondrial glycoprotein family protein 
59689.scaffold_402741.1	scaffold_402741.1	276	Protein YIPF; Integral membrane Yip1 family protein 
59689.scaffold_402742.1	scaffold_402742.1	936	Uncharacterized protein
59689.scaffold_402760.1	scaffold_402760.1	125	Uncharacterized protein
59689.scaffold_402761.1	scaffold_402761.1	482	Transferase family protein 
59689.scaffold_402767.1	scaffold_402767.1	115	Uncharacterized protein
59689.scaffold_402770.1	scaffold_402770.1	169	Uncharacterized protein
59689.scaffold_402775.1	scaffold_402775.1	114	Uncharacterized protein
59689.scaffold_402776.1	scaffold_402776.1	187	Uncharacterized protein
59689.scaffold_402781.1	scaffold_402781.1	130	Yippee family protein ; Belongs to the yippee family
59689.scaffold_402783.1	scaffold_402783.1	618	Phosphoinositide-specific phospholipase C family protein 
59689.scaffold_402785.1	scaffold_402785.1	316	Uncharacterized protein
59689.scaffold_402793.1	ATEM6	92	Early methionine-labelled 6 
59689.scaffold_402795.1	scaffold_402795.1	93	Uncharacterized protein
59689.scaffold_402796.1	scaffold_402796.1	84	Uncharacterized protein
59689.scaffold_402804.1	scaffold_402804.1	338	Pentatricopeptide repeat-containing protein 
59689.scaffold_402807.1	scaffold_402807.1	288	Uncharacterized protein
59689.scaffold_402808.1	scaffold_402808.1	304	Uncharacterized protein
59689.scaffold_402810.1	scaffold_402810.1	446	Uncharacterized protein
59689.scaffold_402811.1	scaffold_402811.1	104	Uncharacterized protein
59689.scaffold_402812.1	scaffold_402812.1	75	Uncharacterized protein
59689.scaffold_402816.1	scaffold_402816.1	213	Uncharacterized protein
59689.scaffold_402818.1	scaffold_402818.1	593	Dehydration-responsive family protein 
59689.scaffold_402822.1	scaffold_402822.1	276	Uncharacterized protein
59689.scaffold_402823.1	scaffold_402823.1	53	Predicted protein
59689.scaffold_402826.1	scaffold_402826.1	350	Uncharacterized protein
59689.scaffold_402828.1	Laccase-5	581	Laccase; Lignin degradation and detoxification of lignin-derived products; Belongs to the multicopper oxidase family
59689.scaffold_402835.1	scaffold_402835.1	432	May play a role in ribosome biogenesis. 
59689.scaffold_402837.1	scaffold_402837.1	180	Uncharacterized protein
59689.scaffold_402841.1	scaffold_402841.1	192	Uncharacterized protein
59689.scaffold_402843.1	scaffold_402843.1	394	Uroporphyrinogen decarboxylase; Belongs to the uroporphyrinogen decarboxylase family
59689.scaffold_402844.1	scaffold_402844.1	303	Uncharacterized protein
59689.scaffold_402846.1	scaffold_402846.1	516	Uncharacterized protein
59689.scaffold_402850.1	scaffold_402850.1	303	Uncharacterized protein
59689.scaffold_402854.1	scaffold_402854.1	309	Uncharacterized protein
